Country,Criteria,Coverage,Year,Migrants_out,Migrants_in,Continent,Population
Luxembourg,Residence,Both,1987,,8248.0,Europe,370750.0
Netherlands,Residence,Both,1987,,95935.0,Europe,14665037.0
Spain,Residence,Both,1987,,16863.0,Europe,38630820.0
United Kingdom,Residence,Both,1987,,211000.0,Europe,56802050.0
Belgium,Residence,Both,1988,,48484.0,Europe,9901664.0
Greece,Residence,Both,1988,,37322.0,Europe,10036983.0
Luxembourg,Residence,Both,1988,,9064.0,Europe,373450.0
Netherlands,Residence,Both,1988,,91238.0,Europe,14760094.0
Spain,Residence,Both,1988,,24380.0,Europe,38715849.0
United Kingdom,Residence,Both,1988,,216000.0,Europe,56928327.0
Belgium,Residence,Both,1989,,54169.0,Europe,9937697.0
Greece,Residence,Both,1989,,38644.0,Europe,10089498.0
Luxembourg,Residence,Both,1989,,9143.0,Europe,377100.0
Netherlands,Residence,Both,1989,,98914.0,Europe,14848907.0
Spain,Residence,Both,1989,,33910.0,Europe,38791473.0
United Kingdom,Residence,Both,1989,,250000.0,Europe,57076711.0
Belgium,Residence,Both,1990,,62662.0,Europe,9967379.0
Greece,Residence,Both,1990,,42021.0,Europe,10196792.0
Latvia,Residence,Both,1990,,32285.0,Europe,2663151.0
Luxembourg,Residence,Both,1990,,10281.0,Europe,381850.0
Netherlands,Residence,Both,1990,,117350.0,Europe,14951510.0
Poland,Residence,Both,1990,,2626.0,Europe,38110782.0
Slovenia,Residence,Both,1990,,7075.0,Europe,1998161.0
Spain,Residence,Both,1990,,33966.0,Europe,38850435.0
United Kingdom,Residence,Both,1990,,267000.0,Europe,57247586.0
Belgium,Residence,Both,1991,,67460.0,Europe,10004486.0
Croatia,Residence,Both,1991,,10050.0,Europe,4510000.0
Greece,Residence,Both,1991,,24346.0,Europe,10319927.0
Latvia,Residence,Both,1991,,14684.0,Europe,2650581.0
Luxembourg,Residence,Both,1991,,10913.0,Europe,387000.0
Netherlands,Residence,Both,1991,,120249.0,Europe,15069798.0
Poland,Residence,Both,1991,,5040.0,Europe,38246193.0
Slovenia,Residence,Both,1991,,5989.0,Europe,1999429.0
Spain,Residence,Both,1991,,24320.0,Europe,38939049.0
United Kingdom,Residence,Both,1991,,267000.0,Europe,57424897.0
Belgium,Residence,Both,1992,,66763.0,Europe,10045158.0
Cyprus,Residence,Both,1992,,9994.0,Asia,800660.0
Estonia,Residence,Both,1992,,2587.0,Europe,1533091.0
Greece,Residence,Both,1992,,32133.0,Europe,10399061.0
Latvia,Residence,Both,1992,,6199.0,Europe,2614338.0
Lithuania,Residence,Both,1992,,6640.0,Europe,3700114.0
Luxembourg,Residence,Both,1992,,10696.0,Europe,392175.0
Netherlands,Residence,Both,1992,,116926.0,Europe,15184166.0
Poland,Residence,Both,1992,,6515.0,Europe,38363667.0
Portugal,Residence,Both,1992,,13735.0,Europe,9952494.0
Slovenia,Residence,Both,1992,,3461.0,Europe,1996498.0
Spain,Residence,Both,1992,,38882.0,Europe,39067745.0
United Kingdom,Residence,Both,1992,,216000.0,Europe,57580402.0
Belgium,Residence,Both,1993,,63749.0,Europe,10084475.0
Estonia,Residence,Both,1993,,1967.0,Europe,1494128.0
Greece,Residence,Both,1993,,27472.0,Europe,10460415.0
Latvia,Residence,Both,1993,,4114.0,Europe,2563290.0
Lithuania,Residence,Both,1993,,2850.0,Europe,3682613.0
Luxembourg,Residence,Both,1993,,9857.0,Europe,397475.0
Netherlands,Residence,Both,1993,,119154.0,Europe,15290368.0
Poland,Residence,Both,1993,,5924.0,Europe,38461408.0
Portugal,Residence,Both,1993,,9852.0,Europe,9964675.0
Slovenia,Residence,Both,1993,,2745.0,Europe,1991746.0
Spain,Residence,Both,1993,,33026.0,Europe,39189400.0
United Kingdom,Residence,Both,1993,,209000.0,Europe,57718614.0
Estonia,Residence,Both,1994,,1396.0,Europe,1462514.0
Latvia,Residence,Both,1994,,3046.0,Europe,2520742.0
Lithuania,Residence,Both,1994,,1664.0,Europe,3657144.0
Luxembourg,Residence,Both,1994,,10030.0,Europe,402925.0
Netherlands,Residence,Both,1994,,92143.0,Europe,15382838.0
Portugal,Residence,Both,1994,,5653.0,Europe,9991525.0
Slovenia,Residence,Both,1994,,1919.0,Europe,1989443.0
Spain,Residence,Both,1994,,34123.0,Europe,39294967.0
United Kingdom,Residence,Both,1994,,253000.0,Europe,57865745.0
Estonia,Residence,Both,1995,,1229.0,Europe,1436634.0
Greece,Residence,Both,1995,,20859.0,Europe,10562153.0
Lithuania,Residence,Both,1995,,2020.0,Europe,3629102.0
Luxembourg,Residence,Both,1995,,10325.0,Europe,408625.0
Netherlands,Residence,Both,1995,,96099.0,Europe,15459006.0
Portugal,Residence,Both,1995,,5025.0,Europe,10026176.0
Slovenia,Residence,Both,1995,,5879.0,Europe,1989872.0
Spain,Residence,Both,1995,,36092.0,Europe,39387017.0
Switzerland,Residence,Both,1995,,113696.0,Europe,7040687.0
United Kingdom,Residence,Both,1995,,245000.0,Europe,58019030.0
Austria,Residence,Both,1996,,69930.0,Europe,7959017.0
Estonia,Residence,Both,1996,,1114.0,Europe,1415594.0
Greece,Residence,Both,1996,,22214.0,Europe,10608800.0
Lithuania,Residence,Both,1996,,3025.0,Europe,3601613.0
Luxembourg,Residence,Both,1996,,10027.0,Europe,414225.0
Netherlands,Residence,Both,1996,,108749.0,Europe,15530498.0
Portugal,Residence,Both,1996,,3644.0,Europe,10063945.0
Slovenia,Residence,Both,1996,,9495.0,Europe,1988628.0
Spain,Residence,Both,1996,,29895.0,Europe,39478186.0
Macedonia,Residence,Both,1996,,850.0,Europe,1958303.0
United Kingdom,Residence,Both,1996,,258000.0,Europe,58166950.0
Austria,Residence,Both,1997,,70122.0,Europe,7968041.0
Cyprus,Residence,Both,1997,,6149.0,Asia,890733.0
Estonia,Residence,Both,1997,,1156.0,Europe,1399535.0
Greece,Residence,Both,1997,,22078.0,Europe,10661259.0
Lithuania,Residence,Both,1997,,2536.0,Europe,3575137.0
Malta,Residence,Both,1997,,937.0,Europe,375236.0
Netherlands,Residence,Both,1997,,109860.0,Europe,15610650.0
Portugal,Residence,Both,1997,,3298.0,Europe,10108977.0
Slovenia,Residence,Both,1997,,7889.0,Europe,1985956.0
Spain,Residence,Both,1997,,57877.0,Europe,39582413.0
United Kingdom,Residence,Both,1997,,285000.0,Europe,58316954.0
Greece,Residence,Both,1998,,12630.0,Europe,10720509.0
Spain,Residence,Both,1998,,81227.0,Europe,39721108.0
Switzerland,Residence,Both,1998,,95955.0,Europe,7110001.0
Cyprus,Residence,Both,1999,,8523.0,Asia,925491.0
France,Residence,Both,1999,,57846.0,Europe,60496715.0
Spain,Residence,Both,1999,,127365.0,Europe,39926268.0
Cyprus,Residence,Both,2000,,12764.0,Asia,943287.0
Spain,Residence,Both,2000,,362468.0,Europe,40263216.0
United Kingdom,Residence,Both,2000,,364370.0,Europe,58892514.0
Austria,Residence,Both,2001,,89928.0,Europe,8042293.0
Croatia,Residence,Both,2001,,24415.0,Europe,4440000.0
Cyprus,Residence,Both,2001,,17485.0,Asia,961482.0
Malta,Residence,Both,2001,,162.0,Europe,393028.0
Norway,Residence,Both,2001,,34264.0,Europe,4513751.0
Spain,Residence,Both,2001,,414772.0,Europe,40756001.0
Macedonia,Residence,Both,2001,,458.0,Europe,2021585.0
United Kingdom,Residence,Both,2001,,372205.0,Europe,59119673.0
Switzerland,Residence,Both,2002,,126080.0,Europe,7284753.0
Macedonia,Residence,Both,2002,,2259.0,Europe,2028706.0
Iceland,Residence,Both,2003,,3704.0,Europe,289521.0
Switzerland,Residence,Both,2003,,119783.0,Europe,7339001.0
Liechtenstein,Residence,Both,2008,,578.0,Europe,35721.0
Bulgaria,Residence,Both,2009,,3249.0,Europe,7444443.0
Liechtenstein,Residence,Both,2009,,584.0,Europe,36004.0
Netherlands,Residence,Both,2009,,122917.0,Europe,16530388.0
Netherlands,Residence,Both,2010,,126776.0,Europe,16615394.0
Netherlands,Residence,Both,2011,,130118.0,Europe,16693074.0
Switzerland,Residence,Both,2011,,148799.0,Europe,7912398.0
Canada,Citizenship,Foreigners,1980,,143137.0,North America,24593000.0
Canada,Citizenship,Foreigners,1981,,128641.0,North America,24900000.0
Canada,Citizenship,Foreigners,1982,,121175.0,North America,25202000.0
Canada,Citizenship,Foreigners,1983,,89185.0,North America,25456000.0
Canada,Citizenship,Foreigners,1984,,88272.0,North America,25702000.0
Canada,Citizenship,Foreigners,1985,,84346.0,North America,25942000.0
Canada,Citizenship,Foreigners,1986,,99351.0,North America,26204000.0
Canada,Citizenship,Foreigners,1987,,152075.0,North America,26550000.0
Canada,Citizenship,Foreigners,1988,,161585.0,North America,26895000.0
Canada,Citizenship,Foreigners,1989,,191550.0,North America,27379000.0
Canada,Citizenship,Foreigners,1990,,216448.0,North America,27791000.0
Canada,Citizenship,Foreigners,1991,,232799.0,North America,28171682.0
Canada,Citizenship,Foreigners,1992,,254783.0,North America,28519597.0
Canada,Citizenship,Foreigners,1993,,256635.0,North America,28833410.0
Canada,Citizenship,Foreigners,1994,,224381.0,North America,29111906.0
Canada,Citizenship,Foreigners,1995,,212863.0,North America,29354000.0
Canada,Citizenship,Foreigners,1996,,226070.0,North America,29671900.0
Canada,Citizenship,Foreigners,1997,,216036.0,North America,29987200.0
Canada,Citizenship,Foreigners,1998,,174195.0,North America,30247900.0
Canada,Citizenship,Foreigners,1999,,189950.0,North America,30499200.0
Canada,Citizenship,Foreigners,2000,,227455.0,North America,30769700.0
Canada,Citizenship,Foreigners,2001,,250636.0,North America,31081900.0
Canada,Citizenship,Foreigners,2002,,229049.0,North America,31362000.0
Canada,Citizenship,Foreigners,2003,,221349.0,North America,31676000.0
Canada,Citizenship,Foreigners,2004,,235822.0,North America,31995000.0
Canada,Citizenship,Foreigners,2005,,262242.0,North America,32312000.0
Canada,Citizenship,Foreigners,2006,,251640.0,North America,32570505.0
Canada,Citizenship,Foreigners,2007,,236753.0,North America,32887928.0
Canada,Citizenship,Foreigners,2008,,247244.0,North America,33245773.0
Canada,Citizenship,Foreigners,2009,,252170.0,North America,33628571.0
Canada,Citizenship,Foreigners,2010,,280687.0,North America,34005274.0
Canada,Citizenship,Foreigners,2011,,248747.0,North America,34342780.0
Canada,Citizenship,Foreigners,2012,,257902.0,North America,34751476.0
Canada,Citizenship,Foreigners,2013,,259019.0,North America,35155499.0
United States,Place of birth,Foreigners,1980,,530639.0,North America,227225000.0
United States,Place of birth,Foreigners,1981,,596600.0,North America,229466000.0
United States,Place of birth,Foreigners,1982,,594131.0,North America,231664000.0
United States,Place of birth,Foreigners,1983,,559763.0,North America,233792000.0
United States,Place of birth,Foreigners,1984,,543903.0,North America,235825000.0
United States,Place of birth,Foreigners,1985,,570009.0,North America,237924000.0
United States,Place of birth,Foreigners,1986,,601708.0,North America,240133000.0
United States,Place of birth,Foreigners,1987,,601516.0,North America,242289000.0
United States,Place of birth,Foreigners,1988,,643025.0,North America,244499000.0
United States,Place of birth,Foreigners,1989,,1090924.0,North America,246819000.0
United States,Place of birth,Foreigners,1990,,1536483.0,North America,249623000.0
United States,Place of birth,Foreigners,1991,,1827167.0,North America,252981000.0
United States,Place of birth,Foreigners,1992,,973975.0,North America,256514000.0
United States,Place of birth,Foreigners,1993,,904292.0,North America,259919000.0
United States,Place of birth,Foreigners,1994,,804416.0,North America,263126000.0
United States,Place of birth,Foreigners,1995,,720459.0,North America,266278000.0
United States,Place of birth,Foreigners,1996,,915560.0,North America,269394000.0
United States,Place of birth,Foreigners,1997,,797847.0,North America,272657000.0
United States,Place of birth,Foreigners,1998,,653206.0,North America,275854000.0
United States,Place of birth,Foreigners,1999,,644787.0,North America,279040000.0
United States,Place of birth,Foreigners,2000,,841002.0,North America,282162411.0
United States,Place of birth,Foreigners,2001,,1058902.0,North America,284968955.0
United States,Place of birth,Foreigners,2002,,1059356.0,North America,287625193.0
United States,Place of birth,Foreigners,2003,,703542.0,North America,290107933.0
United States,Place of birth,Foreigners,2004,,957883.0,North America,292805298.0
United States,Place of birth,Foreigners,2005,,1122257.0,North America,295516599.0
United States,Place of birth,Foreigners,2006,,1266129.0,North America,298379912.0
United States,Place of birth,Foreigners,2007,,1052415.0,North America,301231207.0
United States,Place of birth,Foreigners,2008,,1107126.0,North America,304093966.0
United States,Place of birth,Foreigners,2009,,1130818.0,North America,306771529.0
United States,Place of birth,Foreigners,2010,,1042625.0,North America,309346863.0
United States,Place of birth,Foreigners,2011,,1062040.0,North America,311718857.0
United States,Place of birth,Foreigners,2012,,1031631.0,North America,314102623.0
United States,Place of birth,Foreigners,2013,,990553.0,North America,316427395.0
