Country,Criteria,Type,Coverage,Year,Migrants
United Kingdom,Residence,Emigrants,Both,1999,245340
United Kingdom,Residence,Immigrants,Both,1999,354077
Armenia,Residence,Emigrants,Both,2000,12030
Armenia,Residence,Immigrants,Both,2000,1767
Australia,Residence,Emigrants,Both,2000,206120
Australia,Residence,Immigrants,Both,2000,317560
Austria,Residence,Emigrants,Both,2000,64472
Austria,Residence,Immigrants,Both,2000,81675
Azerbaijan,Residence,Emigrants,Both,2000,9947
Azerbaijan,Residence,Immigrants,Both,2000,4361
Belarus,Residence,Emigrants,Both,2000,13812
Belarus,Residence,Immigrants,Both,2000,25943
Belgium,Residence,Emigrants,Both,2000,75320
Belgium,Residence,Immigrants,Both,2000,89388
Cyprus,Residence,Immigrants,Both,2000,12764
Czech Republic,Residence,Emigrants,Both,2000,1263
Czech Republic,Residence,Immigrants,Both,2000,7802
Denmark,Residence,Emigrants,Both,2000,43417
Denmark,Residence,Immigrants,Both,2000,52915
Estonia,Residence,Emigrants,Both,2000,1784
Estonia,Residence,Immigrants,Both,2000,35
Finland,Residence,Emigrants,Both,2000,14311
Finland,Residence,Immigrants,Both,2000,16895
Germany,Residence,Emigrants,Both,2000,674038
Germany,Residence,Immigrants,Both,2000,841158
Iceland,Residence,Emigrants,Both,2000,3489
Iceland,Residence,Immigrants,Both,2000,5203
Ireland,Residence,Emigrants,Both,2000,26300
Ireland,Residence,Immigrants,Both,2000,57400
Italy,Residence,Emigrants,Both,2000,56601
Italy,Residence,Immigrants,Both,2000,226968
Kazakhstan,Residence,Emigrants,Both,2000,155749
Kazakhstan,Residence,Immigrants,Both,2000,50166
Kyrgyz Republic,Residence,Emigrants,Both,2000,27887
Kyrgyz Republic,Residence,Immigrants,Both,2000,5349
Latvia,Residence,Emigrants,Both,2000,22911
Latvia,Residence,Immigrants,Both,2000,6483
Lithuania,Residence,Emigrants,Both,2000,2616
Lithuania,Residence,Immigrants,Both,2000,1510
Luxembourg,Residence,Emigrants,Both,2000,8121
Luxembourg,Residence,Immigrants,Both,2000,11765
Malta,Residence,Emigrants,Both,2000,67
Malta,Residence,Immigrants,Both,2000,22
Netherlands,Residence,Emigrants,Both,2000,61201
Netherlands,Residence,Immigrants,Both,2000,132850
Norway,Residence,Emigrants,Both,2000,26854
Norway,Residence,Immigrants,Both,2000,36493
Poland,Residence,Emigrants,Both,2000,26999
Poland,Residence,Immigrants,Both,2000,7331
Portugal,Residence,Emigrants,Both,2000,10660
Portugal,Residence,Immigrants,Both,2000,57660
Romania,Residence,Emigrants,Both,2000,14753
Romania,Residence,Immigrants,Both,2000,11024
Russian Federation,Residence,Emigrants,Both,2000,145720
Russian Federation,Residence,Immigrants,Both,2000,359330
Slovak Republic,Residence,Emigrants,Both,2000,811
Slovak Republic,Residence,Immigrants,Both,2000,2274
Slovenia,Residence,Emigrants,Both,2000,3570
Slovenia,Residence,Immigrants,Both,2000,6185
Spain,Residence,Immigrants,Both,2000,362468
Sweden,Residence,Emigrants,Both,2000,34091
Sweden,Residence,Immigrants,Both,2000,58659
"Macedonia, FYR",Residence,Emigrants,Both,2000,165
"Macedonia, FYR",Residence,Immigrants,Both,2000,639
Ukraine,Residence,Emigrants,Both,2000,100325
Ukraine,Residence,Immigrants,Both,2000,53712
United Kingdom,Residence,Immigrants,Both,2000,364370
Armenia,Residence,Emigrants,Both,2001,11901
Armenia,Residence,Immigrants,Both,2001,1764
Australia,Residence,Emigrants,Both,2001,216130
Australia,Residence,Immigrants,Both,2001,356410
Austria,Residence,Immigrants,Both,2001,89928
Azerbaijan,Residence,Emigrants,Both,2001,7288
Azerbaijan,Residence,Immigrants,Both,2001,2574
Belarus,Residence,Emigrants,Both,2001,14270
Belarus,Residence,Immigrants,Both,2001,23355
Belgium,Residence,Emigrants,Both,2001,75261
Belgium,Residence,Immigrants,Both,2001,110410
Croatia,Residence,Immigrants,Both,2001,24415
Cyprus,Residence,Immigrants,Both,2001,17485
Czech Republic,Residence,Emigrants,Both,2001,21469
Czech Republic,Residence,Immigrants,Both,2001,12918
Denmark,Residence,Emigrants,Both,2001,43980
Denmark,Residence,Immigrants,Both,2001,55984
Estonia,Residence,Emigrants,Both,2001,2175
Estonia,Residence,Immigrants,Both,2001,241
Finland,Residence,Emigrants,Both,2001,13153
Finland,Residence,Immigrants,Both,2001,18955
Germany,Residence,Emigrants,Both,2001,606494
Germany,Residence,Immigrants,Both,2001,879217
Iceland,Residence,Emigrants,Both,2001,4034
Iceland,Residence,Immigrants,Both,2001,5002
Ireland,Residence,Emigrants,Both,2001,25750
Ireland,Residence,Immigrants,Both,2001,64925
Italy,Residence,Emigrants,Both,2001,56077
Italy,Residence,Immigrants,Both,2001,208252
Kazakhstan,Residence,Emigrants,Both,2001,141710
Kazakhstan,Residence,Immigrants,Both,2001,54992
Kyrgyz Republic,Residence,Emigrants,Both,2001,31633
Kyrgyz Republic,Residence,Immigrants,Both,2001,5048
Latvia,Residence,Emigrants,Both,2001,24539
Latvia,Residence,Immigrants,Both,2001,5376
Lithuania,Residence,Emigrants,Both,2001,27841
Lithuania,Residence,Immigrants,Both,2001,4694
Luxembourg,Residence,Emigrants,Both,2001,8824
Luxembourg,Residence,Immigrants,Both,2001,12135
Malta,Residence,Immigrants,Both,2001,162
Netherlands,Residence,Emigrants,Both,2001,63318
Netherlands,Residence,Immigrants,Both,2001,133404
Norway,Residence,Immigrants,Both,2001,34264
Poland,Residence,Emigrants,Both,2001,23368
Poland,Residence,Immigrants,Both,2001,6625
Portugal,Residence,Emigrants,Both,2001,9800
Portugal,Residence,Immigrants,Both,2001,74800
Romania,Residence,Emigrants,Both,2001,12738
Romania,Residence,Immigrants,Both,2001,10350
Russian Federation,Residence,Emigrants,Both,2001,121166
Russian Federation,Residence,Immigrants,Both,2001,193450
Slovak Republic,Residence,Emigrants,Both,2001,1011
Slovak Republic,Residence,Immigrants,Both,2001,2023
Slovenia,Residence,Emigrants,Both,2001,4811
Slovenia,Residence,Immigrants,Both,2001,7803
Spain,Residence,Immigrants,Both,2001,414772
Sweden,Residence,Emigrants,Both,2001,32141
Sweden,Residence,Immigrants,Both,2001,60795
"Macedonia, FYR",Residence,Immigrants,Both,2001,458
Ukraine,Residence,Emigrants,Both,2001,88804
Ukraine,Residence,Immigrants,Both,2001,45765
United Kingdom,Residence,Immigrants,Both,2001,372205
Armenia,Residence,Emigrants,Both,2002,10433
Armenia,Residence,Immigrants,Both,2002,1715
Australia,Residence,Emigrants,Both,2002,222940
Australia,Residence,Immigrants,Both,2002,361990
Austria,Residence,Emigrants,Both,2002,74831
Austria,Residence,Immigrants,Both,2002,108125
Azerbaijan,Residence,Emigrants,Both,2002,4320
Azerbaijan,Residence,Immigrants,Both,2002,1257
Belarus,Residence,Emigrants,Both,2002,13378
Belarus,Residence,Immigrants,Both,2002,18939
Belgium,Residence,Emigrants,Both,2002,75960
Belgium,Residence,Immigrants,Both,2002,113857
Croatia,Residence,Emigrants,Both,2002,11767
Croatia,Residence,Immigrants,Both,2002,20365
Cyprus,Residence,Emigrants,Both,2002,7485
Cyprus,Residence,Immigrants,Both,2002,14370
Czech Republic,Residence,Emigrants,Both,2002,32389
Czech Republic,Residence,Immigrants,Both,2002,44679
Denmark,Residence,Emigrants,Both,2002,43481
Denmark,Residence,Immigrants,Both,2002,52778
Estonia,Residence,Emigrants,Both,2002,2038
Estonia,Residence,Immigrants,Both,2002,575
Finland,Residence,Emigrants,Both,2002,12891
Finland,Residence,Immigrants,Both,2002,18113
Germany,Residence,Emigrants,Both,2002,623255
Germany,Residence,Immigrants,Both,2002,842543
Iceland,Residence,Emigrants,Both,2002,4490
Iceland,Residence,Immigrants,Both,2002,4215
Ireland,Residence,Emigrants,Both,2002,28375
Ireland,Residence,Immigrants,Both,2002,61725
Italy,Residence,Emigrants,Both,2002,49383
Italy,Residence,Immigrants,Both,2002,222801
Kazakhstan,Residence,Emigrants,Both,2002,120223
Kazakhstan,Residence,Immigrants,Both,2002,59502
Kyrgyz Republic,Residence,Emigrants,Both,2002,32717
Kyrgyz Republic,Residence,Immigrants,Both,2002,4893
Latvia,Residence,Emigrants,Both,2002,15836
Latvia,Residence,Immigrants,Both,2002,6642
Lithuania,Residence,Emigrants,Both,2002,16719
Lithuania,Residence,Immigrants,Both,2002,5110
Luxembourg,Residence,Emigrants,Both,2002,9452
Luxembourg,Residence,Immigrants,Both,2002,12101
Malta,Residence,Emigrants,Both,2002,96
Netherlands,Residence,Emigrants,Both,2002,66728
Netherlands,Residence,Immigrants,Both,2002,121250
Norway,Residence,Emigrants,Both,2002,22948
Norway,Residence,Immigrants,Both,2002,40122
Poland,Residence,Emigrants,Both,2002,24532
Poland,Residence,Immigrants,Both,2002,6587
Portugal,Residence,Emigrants,Both,2002,9300
Portugal,Residence,Immigrants,Both,2002,79300
Romania,Residence,Emigrants,Both,2002,10814
Romania,Residence,Immigrants,Both,2002,6582
Russian Federation,Residence,Emigrants,Both,2002,106685
Russian Federation,Residence,Immigrants,Both,2002,184612
Slovak Republic,Residence,Emigrants,Both,2002,1411
Slovak Republic,Residence,Immigrants,Both,2002,2312
Slovenia,Residence,Emigrants,Both,2002,7269
Slovenia,Residence,Immigrants,Both,2002,9134
Spain,Residence,Emigrants,Both,2002,36605
Spain,Residence,Immigrants,Both,2002,483260
Sweden,Residence,Emigrants,Both,2002,33009
Sweden,Residence,Immigrants,Both,2002,64087
Switzerland,Residence,Immigrants,Both,2002,126080
"Macedonia, FYR",Residence,Immigrants,Both,2002,2259
Ukraine,Residence,Emigrants,Both,2002,76264
Ukraine,Residence,Immigrants,Both,2002,42473
United Kingdom,Residence,Emigrants,Both,2002,305931
United Kingdom,Residence,Immigrants,Both,2002,385901
Armenia,Residence,Emigrants,Both,2003,8482
Armenia,Residence,Immigrants,Both,2003,1926
Australia,Residence,Emigrants,Both,2003,224890
Australia,Residence,Immigrants,Both,2003,388450
Austria,Residence,Emigrants,Both,2003,71996
Austria,Residence,Immigrants,Both,2003,111869
Azerbaijan,Residence,Emigrants,Both,2003,3754
Azerbaijan,Residence,Immigrants,Both,2003,2500
Belarus,Residence,Emigrants,Both,2003,12986
Belarus,Residence,Immigrants,Both,2003,18145
Belgium,Residence,Emigrants,Both,2003,79399
Belgium,Residence,Immigrants,Both,2003,112060
Croatia,Residence,Emigrants,Both,2003,6534
Croatia,Residence,Immigrants,Both,2003,18455
Cyprus,Residence,Emigrants,Both,2003,4437
Cyprus,Residence,Immigrants,Both,2003,16779
Czech Republic,Residence,Emigrants,Both,2003,34226
Czech Republic,Residence,Immigrants,Both,2003,60015
Denmark,Residence,Emigrants,Both,2003,43466
Denmark,Residence,Immigrants,Both,2003,49754
Estonia,Residence,Emigrants,Both,2003,3073
Estonia,Residence,Immigrants,Both,2003,967
Finland,Residence,Emigrants,Both,2003,12083
Finland,Residence,Immigrants,Both,2003,17838
Germany,Residence,Emigrants,Both,2003,626330
Germany,Residence,Immigrants,Both,2003,768975
Iceland,Residence,Immigrants,Both,2003,3704
Ireland,Residence,Emigrants,Both,2003,27200
Ireland,Residence,Immigrants,Both,2003,58875
Italy,Residence,Emigrants,Both,2003,62970
Italy,Residence,Immigrants,Both,2003,470491
Kazakhstan,Residence,Emigrants,Both,2003,73890
Kazakhstan,Residence,Immigrants,Both,2003,68503
Kyrgyz Republic,Residence,Emigrants,Both,2003,21209
Kyrgyz Republic,Residence,Immigrants,Both,2003,4483
Latvia,Residence,Emigrants,Both,2003,15647
Latvia,Residence,Immigrants,Both,2003,4063
Lithuania,Residence,Emigrants,Both,2003,26283
Lithuania,Residence,Immigrants,Both,2003,4728
Luxembourg,Residence,Emigrants,Both,2003,7746
Luxembourg,Residence,Immigrants,Both,2003,13158
Netherlands,Residence,Emigrants,Both,2003,68885
Netherlands,Residence,Immigrants,Both,2003,104514
Norway,Residence,Emigrants,Both,2003,24672
Norway,Residence,Immigrants,Both,2003,35957
Poland,Residence,Emigrants,Both,2003,20813
Poland,Residence,Immigrants,Both,2003,7048
Portugal,Residence,Emigrants,Both,2003,8900
Portugal,Residence,Immigrants,Both,2003,72400
Romania,Residence,Emigrants,Both,2003,12744
Romania,Residence,Immigrants,Both,2003,3266
Russian Federation,Residence,Emigrants,Both,2003,94018
Russian Federation,Residence,Immigrants,Both,2003,129144
Slovak Republic,Residence,Emigrants,Both,2003,4777
Slovak Republic,Residence,Immigrants,Both,2003,6551
Slovenia,Residence,Emigrants,Both,2003,5867
Slovenia,Residence,Immigrants,Both,2003,9279
Spain,Residence,Emigrants,Both,2003,64298
Spain,Residence,Immigrants,Both,2003,672266
Sweden,Residence,Emigrants,Both,2003,35023
Sweden,Residence,Immigrants,Both,2003,63795
Switzerland,Residence,Immigrants,Both,2003,119783
Ukraine,Residence,Emigrants,Both,2003,63699
Ukraine,Residence,Immigrants,Both,2003,39489
United Kingdom,Residence,Emigrants,Both,2003,313960
United Kingdom,Residence,Immigrants,Both,2003,431487
Armenia,Residence,Emigrants,Both,2004,8451
Armenia,Residence,Immigrants,Both,2004,1514
Australia,Residence,Emigrants,Both,2004,212200
Australia,Residence,Immigrants,Both,2004,350990
Austria,Residence,Emigrants,Both,2004,71721
Austria,Residence,Immigrants,Both,2004,122547
Azerbaijan,Residence,Emigrants,Both,2004,2800
Azerbaijan,Residence,Immigrants,Both,2004,2407
Belarus,Residence,Emigrants,Both,2004,12510
Belarus,Residence,Immigrants,Both,2004,14641
Belgium,Residence,Emigrants,Both,2004,83895
Belgium,Residence,Immigrants,Both,2004,117236
Croatia,Residence,Emigrants,Both,2004,6812
Croatia,Residence,Immigrants,Both,2004,18383
Cyprus,Residence,Emigrants,Both,2004,6279
Cyprus,Residence,Immigrants,Both,2004,22003
Czech Republic,Residence,Emigrants,Both,2004,34818
Czech Republic,Residence,Immigrants,Both,2004,53453
Denmark,Residence,Emigrants,Both,2004,45017
Denmark,Residence,Immigrants,Both,2004,49860
Estonia,Residence,Emigrants,Both,2004,2927
Estonia,Residence,Immigrants,Both,2004,1097
Finland,Residence,Emigrants,Both,2004,13656
Finland,Residence,Immigrants,Both,2004,20333
Germany,Residence,Emigrants,Both,2004,697632
Germany,Residence,Immigrants,Both,2004,780175
Iceland,Residence,Emigrants,Both,2004,4820
Iceland,Residence,Immigrants,Both,2004,5350
Ireland,Residence,Emigrants,Both,2004,28675
Ireland,Residence,Immigrants,Both,2004,78075
Italy,Residence,Emigrants,Both,2004,64849
Italy,Residence,Immigrants,Both,2004,444566
Kazakhstan,Residence,Emigrants,Both,2004,65530
Kazakhstan,Residence,Immigrants,Both,2004,69559
Kyrgyz Republic,Residence,Emigrants,Both,2004,22607
Kyrgyz Republic,Residence,Immigrants,Both,2004,3284
Latvia,Residence,Emigrants,Both,2004,20167
Latvia,Residence,Immigrants,Both,2004,4844
Lithuania,Residence,Emigrants,Both,2004,37691
Lithuania,Residence,Immigrants,Both,2004,5553
Luxembourg,Residence,Emigrants,Both,2004,8480
Luxembourg,Residence,Immigrants,Both,2004,12872
Netherlands,Residence,Emigrants,Both,2004,75049
Netherlands,Residence,Immigrants,Both,2004,94019
Norway,Residence,Emigrants,Both,2004,23271
Norway,Residence,Immigrants,Both,2004,36482
Poland,Residence,Emigrants,Both,2004,18877
Poland,Residence,Immigrants,Both,2004,9495
Portugal,Residence,Emigrants,Both,2004,10680
Portugal,Residence,Immigrants,Both,2004,57920
Romania,Residence,Emigrants,Both,2004,16052
Romania,Residence,Immigrants,Both,2004,2987
Russian Federation,Residence,Emigrants,Both,2004,79795
Russian Federation,Residence,Immigrants,Both,2004,119157
Slovak Republic,Residence,Emigrants,Both,2004,6525
Slovak Republic,Residence,Immigrants,Both,2004,10390
Slovenia,Residence,Emigrants,Both,2004,8269
Slovenia,Residence,Immigrants,Both,2004,10171
Spain,Residence,Emigrants,Both,2004,55092
Spain,Residence,Immigrants,Both,2004,684561
Sweden,Residence,Emigrants,Both,2004,36586
Sweden,Residence,Immigrants,Both,2004,62028
Switzerland,Residence,Emigrants,Both,2004,79726
Switzerland,Residence,Immigrants,Both,2004,120188
"Macedonia, FYR",Residence,Emigrants,Both,2004,669
"Macedonia, FYR",Residence,Immigrants,Both,2004,1718
Ukraine,Residence,Emigrants,Both,2004,46182
Ukraine,Residence,Immigrants,Both,2004,38567
United Kingdom,Residence,Emigrants,Both,2004,310389
United Kingdom,Residence,Immigrants,Both,2004,518097
Armenia,Residence,Emigrants,Both,2005,9303
Armenia,Residence,Immigrants,Both,2005,1497
Australia,Residence,Emigrants,Both,2005,206690
Australia,Residence,Immigrants,Both,2005,363470
Austria,Residence,Emigrants,Both,2005,70133
Austria,Residence,Immigrants,Both,2005,114465
Azerbaijan,Residence,Emigrants,Both,2005,2919
Azerbaijan,Residence,Immigrants,Both,2005,2019
Belarus,Residence,Emigrants,Both,2005,11082
Belarus,Residence,Immigrants,Both,2005,13031
Belgium,Residence,Emigrants,Both,2005,86899
Belgium,Residence,Immigrants,Both,2005,132810
Cyprus,Residence,Emigrants,Both,2005,10003
Cyprus,Residence,Immigrants,Both,2005,24419
Czech Republic,Residence,Emigrants,Both,2005,24065
Czech Republic,Residence,Immigrants,Both,2005,60294
Denmark,Residence,Emigrants,Both,2005,45869
Denmark,Residence,Immigrants,Both,2005,52458
Estonia,Residence,Emigrants,Both,2005,4610
Estonia,Residence,Immigrants,Both,2005,1436
Finland,Residence,Emigrants,Both,2005,12369
Finland,Residence,Immigrants,Both,2005,21355
Germany,Residence,Emigrants,Both,2005,628399
Germany,Residence,Immigrants,Both,2005,707352
Iceland,Residence,Emigrants,Both,2005,3913
Iceland,Residence,Immigrants,Both,2005,7773
Ireland,Residence,Emigrants,Both,2005,34350
Ireland,Residence,Immigrants,Both,2005,102000
Italy,Residence,Emigrants,Both,2005,65029
Italy,Residence,Immigrants,Both,2005,325673
Kazakhstan,Residence,Emigrants,Both,2005,52139
Kazakhstan,Residence,Immigrants,Both,2005,75817
Kyrgyz Republic,Residence,Emigrants,Both,2005,30741
Kyrgyz Republic,Residence,Immigrants,Both,2005,3761
Latvia,Residence,Emigrants,Both,2005,17643
Latvia,Residence,Immigrants,Both,2005,6691
Lithuania,Residence,Emigrants,Both,2005,57885
Lithuania,Residence,Immigrants,Both,2005,6789
Luxembourg,Residence,Emigrants,Both,2005,8287
Luxembourg,Residence,Immigrants,Both,2005,14397
Netherlands,Residence,Emigrants,Both,2005,83399
Netherlands,Residence,Immigrants,Both,2005,92297
Norway,Residence,Emigrants,Both,2005,21709
Norway,Residence,Immigrants,Both,2005,40148
Poland,Residence,Emigrants,Both,2005,22242
Poland,Residence,Immigrants,Both,2005,9364
Portugal,Residence,Emigrants,Both,2005,10800
Portugal,Residence,Immigrants,Both,2005,49200
Romania,Residence,Emigrants,Both,2005,13297
Romania,Residence,Immigrants,Both,2005,3704
Russian Federation,Residence,Emigrants,Both,2005,69798
Russian Federation,Residence,Immigrants,Both,2005,178981
Slovak Republic,Residence,Emigrants,Both,2005,2784
Slovak Republic,Residence,Immigrants,Both,2005,9410
Slovenia,Residence,Emigrants,Both,2005,8605
Slovenia,Residence,Immigrants,Both,2005,15041
Spain,Residence,Emigrants,Both,2005,68011
Spain,Residence,Immigrants,Both,2005,719284
Sweden,Residence,Emigrants,Both,2005,38118
Sweden,Residence,Immigrants,Both,2005,65229
Switzerland,Residence,Emigrants,Both,2005,82090
"Macedonia, FYR",Residence,Emigrants,Both,2005,1300
"Macedonia, FYR",Residence,Immigrants,Both,2005,2671
Ukraine,Residence,Emigrants,Both,2005,34997
Ukraine,Residence,Immigrants,Both,2005,39580
United Kingdom,Residence,Emigrants,Both,2005,328408
United Kingdom,Residence,Immigrants,Both,2005,496469
Armenia,Residence,Emigrants,Both,2006,8053
Armenia,Residence,Immigrants,Both,2006,1335
Australia,Residence,Emigrants,Both,2006,204800
Australia,Residence,Immigrants,Both,2006,402210
Austria,Residence,Emigrants,Both,2006,74432
